Tweet,label
RT Pyrrha Daily check DeirEzzor thread Daesh surrounded Radio Hill Shaytat Tribe steps attacks Daesh killing many Dae,0
flyfishidaho tree creeper look it Look eyes,0
Charmieos PendragonTarot We cant take action offering advice assistance Person targeted report police,0
RT maddotsu Is channel taking us ride Back back breaks MKR,0
I would disagree I would say speaking mind freed enslavement federal government caused democratic party past  years She understands uplift black community unlike white liberals never want anything,1
RT WillMcAvoyACN Im pretty sure Chief Wiggum would handle situation better Fergusons police chief,0
oooo Almost forgot need submit CFP osbridge ,0
no boy asks,0
Dealing journalists  Dont use slang fully understand implications  wadhwa,0
RT shannoneurell Fark At rate mkr crown winner  Just get,0
How THE FUCK keep smoke contained Sir call nigger that You sound dumb,1
RT EvvyKube freebsdgirl One thing bothers fact despite hundreds women writing subject man beco,0
jesicadiniz kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk para vei  issso é bullying,0
Then I would get city control Rolling riots looting past  weeks huge increase murder crime general You havent done anything let black men women die Let come clean mess,1
Cmon man Youre smarter this The words United negro college fund not racist  white dudes start band call united negro college fundis racist Its problematic least Roger stone could called anything He chose word,1
InstantReporter ALWiss And Egypt even air strikes revenge taking hostages,0
MauAlvaS mau samy es la mayor muestra de bulling hahaha,0
A lady reporting Kobe Bryant incident said Los Angeles Niggers I stunt know make it I know channel shows MSN lower right corner racism hateracehate ,1
Pretty much Im feeling end mkr Hope mole WA goes ASAP LynneMcGranger surely agree ,0
Hannah_Borland no Im going tagged photos hahahha,0
Skirmisher oh reasons not necessarily tonight mind,0
chrylis ClarkHat Ive met plenty people educated private schools still fail basic grammar ,0
RT dogannewsagency Boycott schools begins across Turkey  ,0
tayyoung_ FUCK OBAMA dumb ass nigger ,1
GEOS_ciberviv xD,0
MetroidThief im bothered attitude every poster thread general might grumpy,0
How fuck cost  passport photos Your sign said  YOU DUMB FUCK SCUNT ONION HEADED PUJA SAND NIGGER,1
BreakObama flyy_shvtt Trayvon deserved got Punk Niggers best wise start acting right Yoo Wtf fuck dumb Crackers,1
Those  cheats gave girls  Should chucked show MKR,0
Hoping Vicky Celine go sudden death  MKR,0
XoBrittBritt Yeah pretty disgusting People like Fucking niggers CORRECTION NOT ALL black people kind shit ,1
Old dude cafe my grandmother blue hair,0
dYahna_ Fuck dumb niggers Like supposed tweet artists ever liked everyday case die,1
Having explain doctor optional surgery I planning cant happen next months bcz no time recuperate,0
Good morning I barely walk amp time power sculpting class I may online school I may not Lol Miss u guys thoMFC,0
RT steveklabnik In wadhwa calls women criticize him not men ,0
ingridill esa chiquilla es tan bully ,0
Celtic get draw tomorrow  believe,0
Come Jac Shaz peopleschoice mkr happycampers,0
Lithobolos PoliticalAnt ZaibatsuNews I think number Muslims believe barbaric ideas top ,0
Im slowly losing respect human race day Dear lord I think Ill stick lots work plan,0
So I guess really happened The mkr competition running eternity,0
novo clipe da Jessie J Whos Laughing Now será  single Who You Are como música é sobre Bulling clip ,0
Thes niggers dumb ALL fuck Weep public school system,1
Im Going To Quit School Again,0
Men zooo ztupidd yazzzz queen ztraight ciz people zcuuum yazzz fucking women ruining everything white people dumb AMIRITE LOL fucking niggers fuck you seriously world divided thanks,1
NjakesGabadier hello darling,0
Can someone tell find MKR cooking public I want some,0
Ooh worried Sheri Emily two favourites  MKR,0
Vicky Celine win shit go girls I love YALL beat satan MKR,0
Ratchet NoClass,0
andykhouri mad props comicsalliance Well done,0
Thanks today Successful ngeBullynya haha sarahmuharani andienpp ViviOlvita jg sheryol,0
CoreyHutchins What context quote More bullying media ,0
Droseph_nostres awh fuck dumb nigger anyway,1
RT AntonioFrench Each day County Prosecutor Bob McCulloch delays indicting DarrenWilson endangering citizens delaying reb,0
pure_talent_ happy birthday,0
I saw comment ed sheeran video if ed sheeran ran car Id apologize way,0
still feel like school tomorrow even though half way surrey haha,0
Nothin unsexier some think theyre that Male Female The_Eccles A them still think HotMKR,0
giovannitecchio praticando bullying com os mosquitos kkkkkkkk,0
My class tank went  D,0
now STEP TIME  WOUHOU  o,0
I use wilding dumb ass mother amp sister use lmfaooo fuck nigger,1
What I Sean Kingston fuck outta myself let us pray dumb nigger Li Wayne never makes another PSA,1
tayyoung_ FUCK OBAMA dumb ass nigger Kill Yourself ____,1
RT RKHayer arisroussinos via Mosul activists Mosul Eye Chemicalgas chemicalweapons Iraq ISISIS  ,0
Korzify Skoogyy fuck dumb fucking idiot fucking faggot go die u fucking retard anime queer fuck bitch ass nigger fucki,1
Lol u betPsyche_Mac Racism u wash ur white clothes colored ones,1
I know well use thix quoted know bec u saying wrong cant remain quiet wrong secondly also knows u ur family background well snakes like u came first freind start distributing hate inothers look like no one,1
Oh Im sorry I thought converse not conversate ignorant nigger TheGooseRF This dude IAmLebaron dumb fuck,1
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro ,0
daimau Your boy gianluca toni class another big ft  lunk,0
CocaCola Thats fucking rich company draining CA desperately needed water Dasani brand tap water,0
Fuck mixtape dropping movieClassic,0
I fun school I house thats problem,0
Can Kat Andre go already theycantcook MKR,0
JRosenworcel Protect Net Neutrality Comcast not guiding FCCs hands cash Dont guys conscience,0
the_moth_reborn P hopefully get spammed notifications,0
cxarli wear beats headphones phone calls P,0
Ha ha love little kid saying you need wake earlier mkr,0
Kat Andre need go rude elimination MKR MKR_Official katandandre,0
Manifestação na Avenida Paulista chama atenção contra bullying e violência infantil  Agencia Brasil El ,0
BH_Elite time school,0
Christmas classics ABC Family gtgtgtgtgtgtgtgtgtgtgtgtgtgt,0
josehndez camiloganab amiguitos míos no todo es pala en la vida Estoy con amigdalitis muy mal agonizando ustedes hacen bulling,0
Sooooo close B one class I need ace next test ,0
xjared m_m_myers Zython ChrisWarcraft ive made mistakes past learned them,0
mruthkrik vicenews ,0
Yo security folks Any thoughts selfencrypting drives specifically WD Passport Ultra,0
RealClassy StripsForCopsAndIsMarried DISGUSTINGFilthy niggerWhite woman reacts  Black man starting car ,1
N niggas wanna ask fuck wit people yah dumb ass niggers know act,1
Lol niggers dumb ey fuck,1
YesAllWomen feel combination pride rage popularity YesAllWomen Yes finally take long,0
Pretty sure theyre hiding ability actually cook,0
RT PatrickLenton PatrickLenton bandits dragons still attack dog im bloody mining ore building goddamn solariumâ,0
s ur first one u finally beat nandu,1
Dont ask chill If want it ask date KeepItClassy,0
Here try deconstructed muesli bar,0
nitin yes absolutely Almost exclusively used women arguing men,0
SpecGram Wonder wouldve made ofglass eyes amp socksmittens made synthetic fibres wouldve blown dualambal minds,0
It fair Kat knows NOTHING fair Wtf gtlt hypocrite mkr,0
Kat Andre survive next rounds anyway MKR,0
dhaminitee I love PNC,0
heyashwp Im sorry I debated telling you lass Michelle formed rd DavidPatMichelle theatre school triotroublemakers,0
Meu isso é bullying não veio queijo em meu cheese bacon,0
E sobre assistir vários jogos de qualquer campeonato eu sofria muito bullying dos meus amigos e amigas por causa disso mateus_dosanjos ,0
mgniii uhmm tell dumb nigger sorry race I fuck,1
CarlyandTresne You suck Sheri Emilie DontLetTheBehaviourOfOthersGetYouDown mkr hell no They rock honestcooks,0
ReckLessNprada girl I even know point tweeting me,0
fucking tats yo motherfucking eyebrow aint it fuck yall get from CRACKERS shit heavy metal niggers DUMB,1
People act like understand power relations need keep goddamned mouths shut sexism,0
would easier pay attention class teacher morgan freemans voice,0
RT vanessabayer Guys sex tape leaked FiftyShades Watch here ,0
It called CRACKLING Stop pretentious amp calling crackle MKR,0
Kasihan arsenal di bully gitu,0
TyRonJohnson full black act like nigger Your beig disgusting disrespectful ampignorantEverything nigger,1
No one wants Lloyds balls except Annie Poor Lloyd MKR,0
sjhough Keep talking,0
XuetaoShi simon_lindsell no wasnt Im minority used try silence women,0
A Rebecca Black la sacaron del colegio porque le hacían bullying ,0
Cause hitting it dumb fuck nigger,1
Jizyacollector AbuMusabAlTurki islamofascist_ _ProtocolShami True RT However Islamic organizations US could,0
RT _CHYnese__ Miserable Marthas  Pathetic Pattys amp Bullshit Beckysððððððð½ââï ,0
Cannot believe princess  next Where time gone Shes growing quick love much xxxxxxxx,0
reddroostermann No_Trust But someone wants create companies zero profit no one stop them,0
I wpuldve given Katie Nikki high score get rid Kat Andre mkr,0
RT CorinnaSladey Soggy ham n cheese sanga VS shitty meatballs  cmon give us cook front bums mykitchenrules mkr,0
fauentoma háganle bullying pa que se vaya,0
Shervyn would amazing,0
Deconstructed lemon tart mkr ,0
RT RonRadosh Max Blumenthal Jewish antiSemite get comeuppance here ,0
Can get vote romney get nigger officego fuck dumb raciest bitch,1
no mkr ,0
tayyoung_ FUCK OBAMA dumb ass nigger lt look yall,1
IM DARK SKIN YOU DUMB FUCK RT niggalogic SuicideRascal YOU NEED TO DIE FOR BEING A HOUSE NIGGER,1
RT frankdenauw Maine Man Charged With Choking  Cats Death,0
So Kat Andre trending Australia Nice see Twitter mkr ,0
AAlwuhaib I know hundreds Christians not single one fits discription,0
Itreallymakesmemad people make fun people bully people medical problems Or even people without medical problems,0
Na palestra da minha escola usaram restart como exemplo de bullying kk,0
jaredchase hahaha,0
Teacher sets new charity tackle antigay bullying ,0
BlackMagicccc fuck dumb nigger,1
akalionrule answer let people bullied country self professed chosen ones jews,0
Heechul traning  weeks Nonsan TT Heedictator take care oppa T_T dnt let bullying u Ok TT,0
RT AnonymousLiberi Cdfrsty Honor For Kurdish Women Fighting ISIS Thugs In The North  Kobane YPG tcot A,0
DustyPee cuntandandre Best thing Ive heard mkr,0
They black ppl past Came show said yeah I dont take anything back stand I said And I said yeah I agree Then thats still racist Just I didnt say ohh I hate Black ppl interview Doesnt change meaning behind,1
El_Universal_Mx en cuanto le sigan dando propaganda en las novelas revistas radios películas nunca se erradicará bullying,0
dont see color black folks get track together nothing gets past em incredible never seen anything like it,1
azmoderate JoeWSJ So admit wrong Muslim extremists,0
 verdade Mayara_Avez isso é Bullying  rsrs ,0
Im gonna die tonight,0
Just know Im no longer sharing videos whites barring Black people entering Black persons home pool Barge past them continue day tell property If dont anything it THEN tell social media bully termination,1
sschinke lb_cake DiscordianKitty Grummz Sam I appreciate trying correct people please drop mention ,0
UR FUNNY ASF love seeing ur tweets u one first mutuals im sorry putting gore ur tl lt,1
Idk keep pushing Alicia Keys song,0
ingyusarms If never compare Islam close study spiritual philosophies know Im talking about,0
EvvyKube not sure,0
I CANT STAND KAT AND ANDRE LOSERS MKR,0
When u stop fucking wit niggerHe goes back dumb hoe use To fuck witamp thinks winning bt jst da rebound,1
Whats point bullying someone How bring satisfaction people It hurts person youre bullying ultimately yourself,0
Drunk white people dumb asf talking bout can I say nigger bitch I call mom cousin fucker fuck,1
Wow okay laptop stop working I need work Okay Just okay,0
Looks like lennyfinnegan let cat keyboard again,0
abuag Po_st ,0
Seriously I person caught this This confirms belief Im person watches morning news,0
RT TheFIXninemsn That happened right The catwalk The catbloodywalk mkr,0
Staying awake reichenbachs class thestruggle,0
tayyoung_ FUCK OBAMA dumb ass nigger Is serious,1
I followed CuteEmergency let tell ya Shits cute,0
RT girlziplocked Jason honestly not OK activist perspective man try tell women whats wrong techs,0
SaraShaeLewis OMG still  minutes ,0
Martial Arts spiritual growth antibullying A good way help child develop traits martial arts Depe,0
another dumb bitch nigger selling oxyclean fuck gnostic idiot I live breathe experience burn witches  ,1
Robs hat,0
Like I said tip iceberg I dont think I saw anyone unstanning solely incident The fact produced song may turned false doesnt make anything hes done past black fans owe NOTHING because,1
TheNativeBoy SaudiNews ,0
eSudi Just_Nafisa FatimaFatwa JRehling Yes I read entire thing Obviously saw cover once,0
GTALADEVA Not all We announced dates yet,0
 thats insane mkr,0
Talking dad school really helped,0
Go Manu mkr,0
RT finicalgal Basically MKR twists series annoying ways extend season,0
No_FAKINGG People always asking Im mixed with She bad asian bitch lol,1
vivian_games thanks appreciated,0
Just gave shit bullying Give Shit  giveashit,0
Ignaciio_ Kertio es que si le hago violación no sería bullying c,0
The thing sneakier meatball sandwich BBQ pork sub,0
Good evening ,0
A big congratulations cckroll ampamp SLofquist engagement Melvin amp KK happy  ,0
FuckingDesean ahaha theres no reason anyone would bully me X,0
RT mshellsj Deconstructed cant bothered putting together mkr,0
Lollerskates Belfastscouse YesYoureSexist yes And I SEE hysterical clown twitchy knee waiting jerk,0
Police officer told you not asshole All fair love puppies,0
WackoMedia ,0
Contra Palmeiras não é rivalidade é bullying  Parabéns Palmeiras,0
Same I dreamt white guy called negro I chased beat child,1
lunch daddy ,0
Isnt supposed keep emailing P via  ,0
flashback dulu TK udah sering di bully___,0
Hills councillors idea combat cyber bullying Hills  KasiTopShayela,0
know old old old school songs something wrong,0
get rekted Kat Andre mkr,0
You tried compare apt description terrible place calling black people niggers Im delusional Disgusting,1
kate_  not sure But never fear mykitchenrules still  teams left another Instant Restaurant round come MKR,0
Holy crap wasted mins prep time getting ready still look same I hope fall spectacular MKR,0
How fuck Kat Andre get thru mkr,0
Hey Channel mykitchenrules dying slow death Even ImACelebrityAU looks better alternative MKR,0
OhThatsXavier Just give tomorrow morning,0
Colin dag I actually love I said I gonna watch anymore but COLIN mkr,0
Working Young People Who Are Bullied Tips Mental Health Professionals ,0
TheKatieAnthony So happy hear would mean lot could leave rating review Xo,0
videogame No one saying shit ARE YOU EVEN ON THIS PLANET,0
I think anyone knows want Highschool I mean still pretty young,0
RT Spazzin_Steve Jovzilla EvelynLozada YOU DUMB ASS NIGGER BITCH YOU GOT MY NIGGA FIRED FUCK YO COTTON MOUTH PUSSY HOE,1
holinka remember when ,0
fuck kayne hes dumb fucking nigger think ironic people ok niggers too fuck niggers,1
azharyogaswara mana arsenal lo ry Cuman jadi bahan bully wkakaka,0
Lord save hurt feelings men tech whose ideas challenged,0
It could benign But hilarity situation not lost me,0
I started laughing remembering thing _ledaisy used talk class IM TOO PRETTY TOO SHIT xD,0
Im talking people take active stand say want create solutions harassment nothing beyond get RTed,0
Hit best shot ,0
Thanks making mkr unbearable watch Channel stopdraggingitout,0
Meu cérebro faz bullying com meu coração ,0
A Children facing empty safe home Everyone seperate No meal times together ProCChat,0
RT cheuya TW Default male mindset women exist fuck If shows skin around me none personal invite to,0
MadDr MaxBlumenthal What think spreading Muslim bigot ,0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro ,0
JmillzGot_JUICE Ignorant people days RT tayyoung_ FUCK OBAMA dumb ass nigger,1
im closing wells fargo account going nobank fucking stupid,0
Rebecca Black Pulled From School Due Bullying ,0
camrenincrime called nigger stupid bitchblacks say nigga Nigger racist termdumb fucklearn ya black history,1
WhitlockJason u house nigger Youre disgusting black Man U ashamed going talk JH DICKHEAD,1
Ive school way long,0
josiexhall beaut happy birthday xx,0
mkr scoring ridiculous Liked  giving  snakes,0
minha mãe chamo de gorda na cara dura agora que bullying ,0
ShitRednecksSay RT tayyoung_ FUCK OBAMA dumb ass nigger,1
NedGilmore think clefthoof meat,0
celiadeeter Id tweet it I worried might get harassed  I thought fantastic,0
Why sweet fuck dose sa bleed blue fuck tht blood red dumb nigger turf paint er nig,1
pratico bullying para ser aceito socialmente,0
Its several years since Ive contributed code This due conflict employer I asked commit bit retired,0
FUCK U DUMB SCUM goshawty mitt romney winning ampamp niggers doomed  excited regret sending hate fam,1
After tonights elimination mkr theres  billion teams left,0
Mmm pancakes mouth watering I wish I Mkr,0
IAmMatticus twitter send email tomorrow morning ,0
j_gillis Im watching right highschoolquizzical,0
All eastern European women really gay ringtones ,0
Its racist word Who wants called negro white man It acceptable time title given us no choice accept it Just like calling us African Americans incorrect well We always here,1
RT RKHayer Kurdish Troops Liberate Kirkuk Oil Workers Sputnik International Iraq Kurds ISIS IS Hostages Prisonersofwar ,0
Trigger_Check kaytheproblem yeah ,0
Can tomatoes fine MKR,0
RT mirahimage freebsdgirl hoping need speak buried himself,0
Something going O O,0
like thanks that never would known not many people twitter yelled me,0
Some dumb FUCK There kids starving Somalia Me well little NIGGER would give hIm rest sammich,1
kikileilani lylapooh thats part I like,0
jusstJordan_ bully u livin  lol,0
Give things I need money cant buy,0
Of course dipshits stay MKR,0
BeRhM What see normal women see threatening keep telling dudes this actually want listen,0
I cant believe people still surprised Annie Lloyd cant cook mkr,0
Ayo fuck dis bitch AryanQueen dumb racist stat say nigger,1
Burnt rissoles breaky Its crime cooking mkr,0
Palestra sobre Bullying para Educadores Pais e alunos na SMED adrianoventura josianefanasci galvaopadua ,0
Dont mind tearing I hugged nephew tonight  I imagine never coming home school,0
GlamourFan And yet,0
OlmecaXicana Did u know founder Planned Parenthood said Colored people r like human weeds r exterminated thats racism,1
RT MailOnline The Nazi death gas horrific even Hitler feared using ,0
MaxBlumenthal rudoren Interesting Kurds fighting land Islamist support Palestine oppose Kurds,0
He gone FUCKING hood gave NIGGERS bananas DUMB FUCKIN STEAD HE PLAY WITH THE PREDETORS DICK S,1
Amazon selection decent prices overall good customer experience user interface hot mess forever,0
ANew people mean try remember look way stand becoming bully,0
ordering shoes sweaters online tonight cleaned house thanksdaddy,0
You know society sucks people make feel bad even wanna go schooldreading Wednesday ,0
Yall see I think us calling disrespectful We give dumb rednecks like  fuel RT tayyoung_ FUCK OBAMA dumb ass nigger,1
Yall hype every damn thing shit chill,0
RT adriarichards With many factual errors NYTimes piece online harassment jonronson disservice everyone ,0
RayBush played last night niggas still took L smh,0
O_o RT tayyoung_ FUCK OBAMA dumb ass nigger,1
RT TRobinsonNewEra  Mangaluru Women allegedly assaulted opposing loudspeakers Madrasa,0
You know fact still consider race saying HAS colored person reason racism still exists If u want eliminate racism dont consider,1
Are two serious mkr,0
I cut finger broken picture frame,0
Man failed finals I think ill drop outa high school get job person waves cash gold signs healthbenefits,0
ShariRomine emaleroland dehneh Got it Im learning,0
YesAllWomen know men hate us try carve life remains subtract daily fear rage despair,0
The post like White no colored ppl Black u guys r red angry green sick purple ded yall colored ones fuck Like post if like me think racism sux ,1
Class Campbell that,0
randi_ebooks bot fight,0
twoscooters Official_PAX ShaofHappiness not surprised slightest wish was,0
Lmao bitch maaad moreyears RT islandkidstef tayyoung_ FUCK OBAMA dumb ass nigger TELL ME WHO HURT YOUI NEED TO KNOW LMAOO,1
Setimeline lagi pada ngeBully ATV lagian gak profesional bgt biasa siarin bola antarkampung sih ټ,0
Something deeply wrong him That LYING Scare hell me ,0
Do remember all,0
I hope katandandre get kicked SaidNoOneEver mkr,0
Besok mau bully siapa lagi ya,0
ExposeFalsehood arabthomness That US kill thousands worthless Daesh without loosing man,0
Fuck every nigger want cant  Dumb suckers keep trying  Haha,1
Purely_Ambition Sooo mad RT TracePeterson Fuck Obama dumb nigger Im going Switzerlan yooomaddddddd lmfaoo Shut fuck dumb nigger Your South Milwaukee SmokieeLODNS Yeah You NIGGER Ignorant You dumb fuck beating ass change anything Like cont  I love everyone screams reverse racism Like Im not shaming white folk either yall ultimately spoon fed bc u white jump U dont know half shit colored folks deal with Pls not fuckin speak us minorities Fuck red amp white dumb ugly nigger name Wayne Positive trash soft ass nigga pictwittercomzOYLMYFjj Bitch u mad I see RT tayyoung_ FUCK OBAMA dumb ass nigger  first all love profile picture sanders side fandom super cool creative individuals ur header glorious one time fav dan moments nice  relate Dustin___Lee find let know I hunt coon DISGUSTING QUOTE black racist Prof Henry Gates We trying end call one nigger syndrome  TCOT,1
RT randi_ebooks Its lot experience womens issues let bugs bite,0
Out six I like  couple I think mkr mkr,0
I hope u die u fuck n bitch ass faggit ur rhymes r trash u dumb ass fucker fuck n drop dead bitch nigger Drake_YMCMB_,1
HowToGetAwayWithMurder Serve raw Spatchcock MKR MKR,0
RT nukacola Best way I could describe Islam ShariaFree ,0
Some HITECHWatch Policymaking bully pulpit ,0
RT chancellorf youngton never old get wet dumb nigger  shut fuck bitch,1
Hoping Annie Lloyd well MKR,0
RT finicalgal Stuffing instant couscous immediate elimination,0
I love sleeping Saturday I love college football games I love not acting age  loveyourlovethemost,0
BasicMountain pretty fantastic wonderwoman stuff prefer marvel hands down DC chars seem emo,0
ATLathirox YOU SHOULD HAVE COME MY FRIENDS SNEAKED IN TO THE CONCERT WITHOUT TICKERS,0
lexxhope I need see ubus book break K great Loves it,0
With many rounds going oni cant contestants mkr,0
You  dumb ugly nigger name Wayne Positive trash soft ass nigga u black amp brown fuck red white pictwittercomPQWbQNOx,1
factsaboutme I always feel like friends pretend like talk school,0
LifeInKhilafah Yesterday Daesh fan posted pic A one engine blown off Claimed Daesh it I found pic ,0
halalflaws haroonstyles AMohedin islamdefense greenlinerzjm I read whole It change  all,0
Deconstructed lemon curd Sounds complex hope puts pro promo MKR,0
Whos sudden death MKR,0
Bodily fluids odd combos curse words plain words insults choice but,0
sismawi Nice artistic conceptualization,0
U not self made nigger u tattoos ur neck u dumb fuck job u ever get butchery,1
Ignore tweets Site maintenance stuff It autonotifying Turned garbage right off,0
RT IronFalcon  Peshmerga hitting ISIS major Offensive reach Mosul Goo  via YouTube,0
tayyoung_ FUCK OBAMA dumb ass nigger oh black people racist ones election OK I SEE YOU,1
All I need life sin boyfriend ,0
Although downsyndrome genetic disorder  cannot inherited ,0
What kind shit must write honestly no knowledge no sense humor no maturity,0
RT mickystre stweet_heart I still refuse believe real name Drasko Im sure Drasko Drain Cleaner Poland M,0
Brysynner I wrote tool people listen hate filled rants,0
So sleepy good night chemistry ,0
edgeofthesandbx batchelorshow FearDept The entire Russian propaganda machinery used sell Maidan something not,0
truaemusic mattybboi Numbergov What talking about,0
The important thing parent teach children walk someone elses shoes ,0
Trade Day Gold Miners GDX Bullish Spread   options,0
Really White folks dumb Fuck Something dat I looked forward kid  yrs Finally age  Grandfathers av done way back yrs ago Thats theysl said mungo park discovered river Niger Nonsense,1
RT Kotaku How Blizzard taking aim toxic players Heroes Storm  ,0
Blowing away,0
NYGovCuomo US Flag burned black lives matters Brooklyn protestw past weekendI see anything done this,1
adlalita luckyivon pdahal dia cocok bgt klo di glee jd anak cupu gitu haha di bully,0
Lets serve Colin Chev Up sausages MKR,0
Noodle_Nobody Actually no,0
Aw GamerGate harassment squad Did I say something make mad ,0
Acts  DARK Skinned Golden Negro God colored people not God colored ones mind soul one repented devils whiteness condemns white species Nephilim called TARES God promised burn Hell God,1
Bonus points thread Unreal Harassment GamerGate make abuse topic I suppose ,0
Kat shock And humiliated,0
RichardDawkins Its good article But everybody atheists stupid lang little much Was Erwin Shroedinger stupid,0
Is carnivore stay night  sleep day NO WHAT THE FUCK Dumb niggers make sick,1
Acts  THOUGHT God pale sick Anglo white albino mulatto Caucasian Nephilim colorless creature like Satan is white preachers taught devils temples called Christian churches state nondivine dark skinned Golden Negro,1
Wheres Gordon Fing Ramsay mkr,0
Note suey_park obvs not sexist Retweet needs sincere sarcastic option,0
My pillows super cold ,0
If u find pouting no male reporters recognized ONE press conference u tasted bitterness millennia  women,0
really mad shit man another  yrs ctfuuu  RT tayyoung_ FUCK OBAMA dumb ass nigger,1
LifeInKhilafah ,0
Pass_The_Mike_ Which problem today You cant say Christian enjoy God hates,0
 RT MeSoINoItsReal RT tayyoung_ FUCK OBAMA dumb ass nigger,1
Im nigger YESSSSS lemme correct yu racist ass dumb fucks Im proud African American Idnt get offended arent s anymore,1
MelBiebs haroonstyles halalflaws greenlinerzjm biebervalue Do agree Islam tells women stay home not display,0
Niggers get real dumb see yellow bones like look milky legs Id fuck raw,1
springbreak,0
At NIH Fogarty Intl Center networking meeting TIL possible fit ceremonial sheep purchases grants budget,0
The_Ghrost I could,0
Does anyone give toss Cesc joined bully boys Barca,0
Who love pancakes win win win mkr,0
Ive seen mod claim I doxxed them I no idea even are Screencap case deleted ,0
Muzs Kitchen Rules MKR ,0
Remember black mob aka goodfellas whatever fuck coons niggers call gang thugsyou started shit me And I not back bunch dumb niggers guns,1
Theres nothing sassy hot pot  mkr,0
Works parties Network gets teams tv markets schools get money wants,0
mkr Kat Andre flogs,0
CabralInacio dansilveirabh No caminho p casa fiquei uma hora tentando responder esse tweet mas TIM ficou de bullying comigo S,0
Watching people like GMShivers FYGM culture Thats unfortunate,0
sofdalma abbsbohrer hangout everydaytoocoolforschool,0
kieran_yates I know  cute Love way spinelessly dives bully win girl,0
serio falsidade é bullying,0
WHO THE FUCK THROWS  IN DIRT DUMB FUCKING PRCK NIGGER,1
Channel hows Colin rounds working you Pretty crap Id say tweets needarethinkinformat MKR,0
If Chrome school bully Explorer would kid quietly eating glue corner ,0
Forking_Awesome  I laughing MKR Kat amp Andre hate tweets recognized you We share hate,0
Yess SRRomeos voice,0
Yay Jac Shaz Robert Lynzey My faves MKR,0
TheSupraBieber lol idk must _,0
 James Baldwin  The Fire Next Time You are happened Negro left land came what Frazier called the cities destruction You destroyed believing really white world calls,1
Oh Jesus instant restaurants  mkr,0
TANKOLA Fucking niggers person go kill fuck Ill kill dumb black ass,1
Dumb Biology Iam_Tdust CaptClover_ Im Lawwhat The Fuck Is MR NIGER D nursery Rhyme Or something  wiv Biology,1
SSiders I miss you Shannon You,0
So Iranian General Soliemani   manpower advantage Tikrit still trouble getting job done What genius,0
bullying em otaku feliz é mais divertido,0
Random number called earlier I called back hung  hours later bs like um excuse mam I think wrong negro Meant say white not right,1
I think ever get old watching Remy Abell play college basketball EasternAlum,0
RT IllawarraFlame Thank Colin Pete Karma Kaz Andre hungrycampers MKR,0
Kat Andre need fuck MKR,0
stephenlautens Malek_Ason So mean stay house beaten No Then shut up ,0
tayyoung_ FUCK OBAMA dumb ass nigger Bitch stand fuck down,1
gu kkkkkkkkkk pois é na hora da raiva nem penso em bullying,0
im old man whos stuck past anything recommend You going s Why light attic spooky old house variety That said try Burnt Offerings  starring Oliver Reed Karen Black Bette Davis,1
RT shanley This causes lasting trauma not temporarily silence forever change targets sense safety support ,0
seann_mc not class Tuesday Wednesday,0
bullying é oq passa número  da caderneta de chamada  semgraça,0
saifullah In Mosul public employees paid Iraq not Daesh This Daesh propaganda,0
MyersNFL oh gosh hope feel better ,0
Hay Dumb Fuck Cops You Got Top  Fantasy Arrest List  NOT NIGGERS  You Know How You Just Put People Jail NOTHING ,1
LRT If ever needed explain someone absolutely NEED libraries BEST,0
bah cara eh foda deve se bullying mas tem gnt q brinca de se feinho ,0
And Romney supporters calling Obama nigger  hes also half white dumb fucks ,1
Fuck allat dumb ahit never let nigger put lips dis dick,1
Why even anything snakes They extremely docile Just walk past,1
Just were not close anymore mean I care you,0
Politics_PR FoxNews Why apologize telling truth microbrain ,0
scared first HAHAHAHHA btw goodluck finding ur ic make new one,1
ugh fake nerd guys even know wonder woman is,0
Someones mad RT Colton_Zappe Fuck dumb nigger Obama,1
Ripped off Poor girls thats ridiculous mkr,0
Im really sorry Do suggestion rephrase ThelmaSleaze Cissexism alert ,0
MrStehl_YoGirl using word nigger u considered ignorant dumb fuck,1
vivian_games hey toss info that pass chain enforcer type people would appreciated,0
Theres no prince shining armor thats coming save you stop feeding young girls BULLSHIT  bitch ur daddy one pimped u first place,1
RT anildash A friends Facebook acct might get shut legal name name useare known by Anyone FB know,0
So good see season MKR going go  months redemptionround mkr mykitchenrules MKR,0
Spacekatgal yo use this Maybe I say I dislike game,0
Lmaoo treasure searched cyber bullying video,0
EUUUUUUURGGGGH NOT AGAIN MKR,0
Most tellingly all hashtag  target mentions up spacekatgal received  mentions past  hours wgamergate ht,0
Thank God another day closer meet shorty,0
DGDestroys photos staffords college days rock My favorite holding empty keg head looks trailer park,0
ExposeFalsehood Daesh fleeing Kobane countryside fast can The YPGYPJ soon follow Raqqa Islam,0
Tak peduli ku di bully omongan lo gue beli B  Erikka_chris,0
Those spatchcock still alive MKR,0
halalcunty biebervalue liamxkiwi greenlinerzjm halalflaws I know Saudis chased girls burning building ,0
RikkiLoney nah dont need explain hope ur well r u,0
RT mbde BBC News  Syria crisis Daesh ISIS  imposes rules Christians Raqqa ,0
